url,title,html_url,general_prepro_title,DEVA_prepro_title,"DEVA
valence of text (Vt)","DEVA
arousal of text (At)","DEVA
emotion state of text (Et)",SSSE_prepro_title,"SentiStrength-SE
positive sentiment 
score of text (Pt)","SentiStrength-SE
negative sentiment 
score of comment (Nt)","SentiStrength-SE
overall valence 
of text (Vt)",,,,,
https://api.github.com/repos/mastodon/mastodon/issues/6981,Main page should show login in addition or instead of sign up,https://github.com/mastodon/mastodon/issues/6981,main page show login addition instead sign,Main page should show login addition instead of sign up,1,-3,Neutral (LA),main page should show login addition instead of sign up,1,-1,neutral,,,,,
https://api.github.com/repos/refinedmods/refinedstorage/issues/661,"OreDict Issues (oak, dark oak)",https://github.com/refinedmods/refinedstorage/issues/661,oredict issues oak dark oak,"OreDict Issues (oak, dark oak)",1,-3,Neutral (LA),oredict issues oak dark oak,1,-1,neutral,,,,,
https://api.github.com/repos/alphagov/govuk-design-system-backlog/issues/100,Tabs,https://github.com/alphagov/govuk-design-system-backlog/issues/100,tabs,Tabs,1,1,Neutral,tabs,1,-1,neutral,,,,,
https://api.github.com/repos/bobjiang/AgileTranslation/issues/19,Dark Scrum,https://github.com/bobjiang/AgileTranslation/issues/19,dark scrum,Dark Scrum,1,-2,Neutral (LA),dark scrum,1,-1,neutral,,,,,
https://api.github.com/repos/TA-Lib/ta-lib-python/issues/67,Add 2 functions to return help about TA-Lib help about functions,https://github.com/TA-Lib/ta-lib-python/issues/67,add functions help talib help functions,Add functions to help about TA-Lib help about functions,1,-2,Neutral (LA),add functions to help about talib help about functions,1,-1,neutral,,,,,
https://api.github.com/repos/EvolutionSDK/EvolutionSDK/issues/10,Create a core session bundle which uses PHP Sessions.,https://github.com/EvolutionSDK/EvolutionSDK/issues/10,create core session bundle uses php sessions,Create a core session bundle which uses PHP Sessions.,1,-4,Neutral (LA),create a core session bundle which uses php sessions,1,-1,neutral,,,,,
https://api.github.com/repos/Aircoookie/WLED/issues/230,LED color glitches/flashes,https://github.com/Aircoookie/WLED/issues/230,led color glitchesflashes,LED color glitches/flashes,1,5,Neutral (HA),led color glitchesflashes,1,-1,neutral,,,,,
https://api.github.com/repos/mastodon/mastodon/issues/2750,Replace background image with smaller svg pattern,https://github.com/mastodon/mastodon/pull/2750,replace background image smaller svg pattern,Replace background image smaller svg pattern,1,-3,Neutral (LA),replace background image smaller svg pattern,1,-1,neutral,,,,,
https://api.github.com/repos/w3ctag/design-reviews/issues/342,Related Website Sets (formerly First-Party Sets),https://github.com/w3ctag/design-reviews/issues/342,related website sets formerly firstparty sets,Related Website Sets (formerly First-Party Sets),1,-2,Neutral (LA),related website sets formerly firstparty sets,1,-1,neutral,,,,,
https://api.github.com/repos/refinedmods/refinedstorage/issues/1219,Crafter load balancing issue,https://github.com/refinedmods/refinedstorage/issues/1219,crafter load balancing issue,Crafter load balancing issue,1,1,Neutral,crafter load balancing issue,1,-1,neutral,,,,,
https://api.github.com/repos/monospaced/angular-qrcode/issues/10,Add margin,https://github.com/monospaced/angular-qrcode/pull/10,add margin,Add margin,1,-2,Neutral (LA),add margin,1,-1,neutral,,,,,
https://api.github.com/repos/refinedmods/refinedstorage/issues/772,autocraft hangs on actually additions greenhouse glass,https://github.com/refinedmods/refinedstorage/issues/772,autocraft hangs actually additions greenhouse glass,autocraft hangs on actually additions greenhouse glass,1,-3,Neutral (LA),autocraft hangs on actually additions greenhouse glass,1,-1,neutral,,,,,
https://api.github.com/repos/django-cms/django-filer/issues/562,thumbnail background on preview,https://github.com/django-cms/django-filer/issues/562,thumbnail background preview,thumbnail background on preview,1,-2,Neutral (LA),thumbnail background on preview,1,-1,neutral,,,,,
https://api.github.com/repos/facebook/react/issues/16554,"Input type=""number"" fields don't call onChange",https://github.com/facebook/react/issues/16554,input typenumber fields call onchange,"Input type=""number"" fields not call onChange",1,-3,Neutral (LA),input typenumber fields dont call onchange,1,-1,neutral,,,,,
https://api.github.com/repos/Beep6581/RawTherapee/issues/3267,visible xtrans pattern,https://github.com/Beep6581/RawTherapee/issues/3267,visible xtrans pattern,visible xtrans pattern,1,-3,Neutral (LA),visible xtrans pattern,1,-1,neutral,,,,,
https://api.github.com/repos/mui/material-ui/issues/10499,[theme] Expose the theme.palette.augmentColor function,https://github.com/mui/material-ui/issues/10499,theme expose,[theme] Expose the,1,2,Neutral (HA),theme expose the,1,-1,neutral,,,,,
https://api.github.com/repos/acidjazz/waa/issues/101,Redesign notes,https://github.com/acidjazz/waa/issues/101,redesign notes,Redesign notes,1,1,Neutral,redesign notes,1,-1,neutral,,,,,
https://api.github.com/repos/mozilla-mobile/focus-android/issues/1743,Add an option to stop trusting Cloudflare certificate,https://github.com/mozilla-mobile/focus-android/issues/1743,add option stop trusting cloudflare certificate,Add an option to stop trusting Cloudflare certificate,1,-3,Neutral (LA),add an option to stop trusting cloudflare certificate,1,-1,neutral,,,,,
https://api.github.com/repos/EdenServer/community/issues/1191,Bloody bolts not draining correctly,https://github.com/EdenServer/community/issues/1191,bloody bolts draining correctly,Bloody bolts not draining correctly,-2,2,Stressed,bloody bolts not draining correctly,1,-2,negative,,,,,
https://api.github.com/repos/cosmos/cosmos-sdk/issues/577,TxCancelUndelegation,https://github.com/cosmos/cosmos-sdk/issues/577,,,1,1,Neutral,,1,-1,neutral,,,,,
https://api.github.com/repos/lgarron/first-world/issues/27,Lightroom has bad Facebook upload defaults,https://github.com/lgarron/first-world/issues/27,lightroom bad facebook upload defaults,Lightroom has bad Facebook upload defaults,-3,2,Stressed,lightroom has bad facebook upload defaults,1,-2,negative,,,,,
https://api.github.com/repos/letmaik/rawpy/issues/91,Trying to convert Raw image(Bayer format) to jpg/png image in Python,https://github.com/letmaik/rawpy/issues/91,trying convert raw imagebayer format jpgpng image python,Trying to convert Raw image(Bayer format) to jpg/png image Python,1,-3,Neutral (LA),trying to convert raw imagebayer format to jpgpng image python,1,-1,neutral,,,,,
https://api.github.com/repos/w3c/wcag/issues/553,Problems with WCAG 2.0 Flash Definition,https://github.com/w3c/wcag/issues/553,problems wcag flash definition,Problems WCAG Flash Definition,1,-3,Neutral (LA),problems wcag flash definition,1,-1,neutral,,,,,
https://api.github.com/repos/wesnoth/wesnoth/issues/4494,lint warnings,https://github.com/wesnoth/wesnoth/issues/4494,lint warnings,lint warnings,1,-4,Neutral (LA),lint warnings,1,-1,neutral,,,,,
https://api.github.com/repos/elementary/appcenter-web/issues/41,"Reconsider flow-interrupting ""open in native app"" dark UI pattern",https://github.com/elementary/appcenter-web/issues/41,reconsider flowinterrupting open app dark ui pattern,"Reconsider flow-interrupting ""open app"" dark UI pattern",1,-3,Neutral (LA),reconsider flowinterrupting open app dark ui pattern,1,-1,neutral,,,,,
https://api.github.com/repos/rsn8887/uae4all2/issues/25,Expanding custom control and save states (and more),https://github.com/rsn8887/uae4all2/issues/25,expanding custom control save states,Expanding custom control save states (and more),1,-2,Neutral (LA),expanding custom control save states more,1,-1,neutral,,,,,
https://api.github.com/repos/eclipse/tm4e/issues/123,Theme / grammar association via preferences menu requires reload of text editor window,https://github.com/eclipse/tm4e/issues/123,theme grammar association via preferences menu requires reload text editor window,Theme / grammar association via preferences menu requires reload of text editor window,1,-3,Neutral (LA),theme grammar association via preferences menu requires reload of text editor window,1,-1,neutral,,,,,
https://api.github.com/repos/chillerlan/php-qrcode/issues/32,Can I change the finder pattern,https://github.com/chillerlan/php-qrcode/issues/32,change finder pattern,Can I change the finder pattern,1,-3,Neutral (LA),can i change the finder pattern,1,-1,neutral,,,,,
https://api.github.com/repos/mist-devel/mist-binaries/issues/29,[Minimig-AGA core] Bar / stripes pattern in dark backgrounds,https://github.com/mist-devel/mist-binaries/issues/29,minimigaga core bar stripes pattern dark backgrounds,[Minimig-AGA core] Bar / stripes pattern dark backgrounds,1,-3,Neutral (LA),minimigaga core bar stripes pattern dark backgrounds,1,-1,neutral,,,,,
https://api.github.com/repos/akkadotnet/akka.net/issues/3050,Should we adopt Microsoft.Extensions libraries?,https://github.com/akkadotnet/akka.net/issues/3050,adopt microsoftextensions libraries,Should we adopt libraries?,1,1,Neutral,should we adopt microsoftextensions libraries,1,-1,neutral,,,,,
https://api.github.com/repos/spacetelescope/jwst/issues/3541,IRS2 extra reference pixels are not readout with TAs,https://github.com/spacetelescope/jwst/issues/3541,extra reference pixels readout tas,extra reference pixels are not readout TAs,1,-3,Neutral (LA),extra reference pixels are not readout tas,1,-1,neutral,,,,,
https://api.github.com/repos/facebook/react-native/issues/27102,Fix scrollIndicatorInsets on iOS 13,https://github.com/facebook/react-native/pull/27102,fix ios,Fix on iOS,1,1,Neutral,fix on ios,1,-1,neutral,,,,,
https://api.github.com/repos/Futsy/vscode-headerpatterns/issues/1,Pattern in editor?,https://github.com/Futsy/vscode-headerpatterns/issues/1,pattern editor,Pattern editor?,1,-3,Neutral (LA),pattern editor,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/1867,Make each icon pattern its own mixin,https://github.com/canonical/vanilla-framework/pull/1867,make icon pattern mixin,Make icon pattern its own mixin,1,-4,Neutral (LA),make icon pattern its own mixin,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/2401,Dark variant of the p-divider pattern,https://github.com/canonical/vanilla-framework/issues/2401,dark variant pdivider pattern,Dark variant of the p-divider pattern,1,-3,Neutral (LA),dark variant of the pdivider pattern,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/2571,Theming correction,https://github.com/canonical/vanilla-framework/pull/2571,theming correction,Theming correction,1,-2,Neutral (LA),theming correction,1,-1,neutral,,,,,
https://api.github.com/repos/yujitach/MenuMeters/issues/88,Make the colors of charts and numbers to support dark theme,https://github.com/yujitach/MenuMeters/issues/88,make colors charts numbers support dark theme,Make the colors of charts numbers to support dark theme,1,-3,Neutral (LA),make the colors of charts numbers to support dark theme,1,-1,neutral,,,,,
https://api.github.com/repos/getsentry/sentry/issues/8046,ref(ui): blue issue links everywhere,https://github.com/getsentry/sentry/pull/8046,refui blue issue links everywhere,ref(ui): blue issue links everywhere,-2,-3,Depressed,refui blue issue links everywhere,1,-1,neutral,,,,,
https://api.github.com/repos/openedx/edx-ora2/issues/1125,Proposal to display peer assessment results on the peer assessment step,https://github.com/openedx/edx-ora2/pull/1125,proposal display peer assessment results peer assessment step,Proposal to display peer assessment results on the peer assessment step,1,-4,Neutral (LA),proposal to display peer assessment results on the peer assessment step,1,-1,neutral,,,,,
https://api.github.com/repos/Esri/calcite-colors/issues/42,Added dark theme variables and edited dark theme yellow pressed,https://github.com/Esri/calcite-colors/pull/42,added dark theme variables edited dark theme yellow pressed,Added dark theme variables edited dark theme yellow pressed,1,-3,Neutral (LA),added dark theme variables edited dark theme yellow pressed,1,-1,neutral,,,,,
https://api.github.com/repos/AppliedEnergistics/Applied-Energistics-2/issues/134,Text Panel,https://github.com/AppliedEnergistics/Applied-Energistics-2/issues/134,text panel,Text Panel,1,-4,Neutral (LA),text panel,1,-1,neutral,,,,,
https://api.github.com/repos/dandavison/delta/issues/50,Moving around diffs,https://github.com/dandavison/delta/issues/50,moving around diffs,Moving around diffs,1,1,Neutral,moving around diffs,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/2676,Build application sidebar navigation,https://github.com/canonical/vanilla-framework/issues/2676,build application sidebar navigation,Build application sidebar navigation,1,-3,Neutral (LA),build application sidebar navigation,1,-1,neutral,,,,,
https://api.github.com/repos/LMMS/lmms/issues/1160,Enhancement: Get option to custom color instruments tracks like beat and bass tracks,https://github.com/LMMS/lmms/issues/1160,enhancement option custom color instruments tracks like beat bass tracks,Enhancement: option to custom color instruments tracks like beat bass tracks,4,-3,Relaxed,enhancement option to custom color instruments tracks like beat bass tracks,1,-1,neutral,,,,,
https://api.github.com/repos/desihub/nightwatch/issues/140,relabel ccd defects,https://github.com/desihub/nightwatch/issues/140,relabel ccd defects,relabel ccd defects,1,1,Neutral,relabel ccd defects,1,-1,neutral,,,,,
https://api.github.com/repos/darkreader/darkreader/issues/501,[Dynamic] Redgamingtech,https://github.com/darkreader/darkreader/issues/501,dynamic redgamingtech,[Dynamic] Redgamingtech,1,1,Neutral,dynamic redgamingtech,1,-1,neutral,,,,,
https://api.github.com/repos/NanoAdblockerLab/NanoContrib/issues/59,"globalnews.ca, stevemeadedesigns.com",https://github.com/NanoAdblockerLab/NanoContrib/pull/59,globalnewsca,"globalnews.ca,",1,1,Neutral,globalnewsca,1,-1,neutral,,,,,
https://api.github.com/repos/matplotlib/matplotlib/issues/29,Matplotlib does not display hatching when rendering to pdf,https://github.com/matplotlib/matplotlib/issues/29,matplotlib display hatching rendering pdf,Matplotlib does not display hatching when rendering to pdf,1,1,Neutral,matplotlib does not display hatching when rendering to pdf,1,-1,neutral,,,,,
